Ops	RK	Arr	G_GTP	Gt	PDE_a_Ga_GTP	Ga_GDP	R2	R3	R4	R5	R0	R1	Ga_GTP	Ca2_free	RGS	R6	Ops_G	R0_G	R1_G	R2_G	R3_G	R4_G	R5_G	R6_G	cGMP	Ga_GTP_a_PDE_a_Ga_GTP	R1_RKpost	R2_RKpost	R3_RKpost	R4_RKpost	R5_RKpost	R6_RKpost	PDE_Ga_GTP	R5_Arr	R4_Arr	R2_Arr	Ops_Gt	R3_G_GTP	R1_G_GTP	R6_Gt	R1_Arr	R2_G_GTP	R0_Gt	R4_G_GTP	R5_Gt	R3_RKpre	R5_RKpre	R1_RKpre	Ops_G_GTP	R0_RKpre	R6_Arr	R	RGS_Ga_GTP_a_PDE_a_Ga_GTP	R4_RKpre	R2_Gt	R6_G_GTP	R3_Gt	Ca2_buff	R1_Gt	R5_G_GTP	R2_RKpre	R4_Gt	R6_RKpre	R0_G_GTP	R3_Arr	Rec_wCa2_RK	Gbg	RGS_PDE_a_Ga_GTP	Ga_GTP_PDE_a_Ga_GTP	PDE	Values[background]	Values[premag]	Values[mag]	Values[predur]	Values[dur]	Values[del]	Values[preflash]	Values[testflash]	Values[stimulus]	Values[numConcFactor]	Values[kRK1_1]	Values[kRK1_2]	Values[kRK1_3]	Values[kRK1_4]	Values[kRK1_5]	Values[kRK1_6]	Values[kA1_1]	Values[kA1_2]	Values[kA1_3]	Values[kA1_4]	Values[kA1_5]	Values[kA1_6]	Values[kG1_1]	Values[kG1_2]	Values[kG1_3]	Values[kG1_4]	Values[kG1_5]	Values[kG1_6]	Values[E]	Values[Rec_wCa2]	Values[alfamax]	Values[J]	Values[deltaJ]
0.0	14183.93655502142	31300000.000000004	0.0	360000000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5999999192428316	3000000.0000000005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.000001290795965	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3600000000.0000005	0.0	0.0	0.0	0.0	0.0	42.82196319167372	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4201214.06344498	0.0	0.0	0.0	13350000.000000002	0.0	0.0	0.0	0.001	0.001	0.0	0.0	0.0	0.0	1.6605778811026237e-06	0.004194545357895101	0.0023020153005370147	0.001263372783401201	0.0006933536842550771	0.00038052056984784987	0.0	1.3738108376231658e-09	3.098191368020724e-09	6.986980659932064e-09	1.5756902316028312e-08	3.553465834257406e-08	8.013706743863011e-08	1.678601368058159e-05	9.212359631536694e-06	5.055850161670216e-06	2.774709399072479e-06	1.52279280499044e-06	8.357264107390154e-07	0.0	18.652791959807306	117.13033650468559	29.77782583656282	-2.5836562819847586e-05
0.0	14183.93655502142	31300000.000000004	0.0	360000000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5999999192428316	3000000.0000000005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.000001290795965	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3600000000.0000005	0.0	0.0	0.0	0.0	0.0	42.82196319167372	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4201214.06344498	0.0	0.0	0.0	13350000.000000002	0.0	0.0	0.0	0.001	0.001	0.0	0.0	0.0	0.0	1.6605778811026237e-06	0.004194545357895101	0.0023020153005370147	0.001263372783401201	0.0006933536842550771	0.00038052056984784987	0.0	1.3738108376231658e-09	3.098191368020724e-09	6.986980659932064e-09	1.5756902316028312e-08	3.553465834257406e-08	8.013706743863011e-08	1.678601368058159e-05	9.212359631536694e-06	5.055850161670216e-06	2.774709399072479e-06	1.52279280499044e-06	8.357264107390154e-07	0.0	18.652791959807306	117.13033650468559	29.77782583656282	-2.5836562819847586e-05
0.0	14183.93655502142	31300000.000000004	0.0	360000000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5999999192428316	3000000.0000000005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.000001290795965	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3600000000.0000005	0.0	0.0	0.0	0.0	0.0	42.82196319167372	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4201214.06344498	0.0	0.0	0.0	13350000.000000002	0.0	0.0	0.0	0.001	0.001	0.0	0.0	0.0	0.0	1.6605778811026237e-06	0.004194545357895101	0.0023020153005370147	0.001263372783401201	0.0006933536842550771	0.00038052056984784987	0.0	1.3738108376231658e-09	3.098191368020724e-09	6.986980659932064e-09	1.5756902316028312e-08	3.553465834257406e-08	8.013706743863011e-08	1.678601368058159e-05	9.212359631536694e-06	5.055850161670216e-06	2.774709399072479e-06	1.52279280499044e-06	8.357264107390154e-07	0.0	18.652791959807306	117.13033650468559	29.77782583656282	-2.5836562819847586e-05
0.0	14183.93655502142	31300000.000000004	0.0	360000000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5999999192428316	3000000.0000000005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.000001290795965	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3600000000.0000005	0.0	0.0	0.0	0.0	0.0	42.82196319167372	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4201214.06344498	0.0	0.0	0.0	13350000.000000002	0.0	0.0	0.0	0.001	0.001	0.0	0.0	0.0	0.0	1.6605778811026237e-06	0.004194545357895101	0.0023020153005370147	0.001263372783401201	0.0006933536842550771	0.00038052056984784987	0.0	1.3738108376231658e-09	3.098191368020724e-09	6.986980659932064e-09	1.5756902316028312e-08	3.553465834257406e-08	8.013706743863011e-08	1.678601368058159e-05	9.212359631536694e-06	5.055850161670216e-06	2.774709399072479e-06	1.52279280499044e-06	8.357264107390154e-07	0.0	18.652791959807306	117.13033650468559	29.77782583656282	-2.5836562819847586e-05
0.0	14183.93655502142	31300000.000000004	0.0	360000000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5999999192428316	3000000.0000000005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.000001290795965	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3600000000.0000005	0.0	0.0	0.0	0.0	0.0	42.82196319167372	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4201214.06344498	0.0	0.0	0.0	13350000.000000002	0.0	0.0	0.0	0.001	0.001	0.0	0.0	0.0	0.0	1.6605778811026237e-06	0.004194545357895101	0.0023020153005370147	0.001263372783401201	0.0006933536842550771	0.00038052056984784987	0.0	1.3738108376231658e-09	3.098191368020724e-09	6.986980659932064e-09	1.5756902316028312e-08	3.553465834257406e-08	8.013706743863011e-08	1.678601368058159e-05	9.212359631536694e-06	5.055850161670216e-06	2.774709399072479e-06	1.52279280499044e-06	8.357264107390154e-07	0.0	18.652791959807306	117.13033650468559	29.77782583656282	-2.5836562819847586e-05
0.0	14183.93655502142	31300000.000000004	0.0	360000000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5999999192428316	3000000.0000000005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.000001290795965	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3600000000.0000005	0.0	0.0	0.0	0.0	0.0	42.82196319167372	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4201214.06344498	0.0	0.0	0.0	13350000.000000002	0.0	0.0	0.0	0.001	0.001	0.0	0.0	0.0	0.0	1.6605778811026237e-06	0.004194545357895101	0.0023020153005370147	0.001263372783401201	0.0006933536842550771	0.00038052056984784987	0.0	1.3738108376231658e-09	3.098191368020724e-09	6.986980659932064e-09	1.5756902316028312e-08	3.553465834257406e-08	8.013706743863011e-08	1.678601368058159e-05	9.212359631536694e-06	5.055850161670216e-06	2.774709399072479e-06	1.52279280499044e-06	8.357264107390154e-07	0.0	18.652791959807306	117.13033650468559	29.77782583656282	-2.5836562819847586e-05
0.0	14183.93655502142	31300000.000000004	0.0	360000000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5999999192428316	3000000.0000000005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.000001290795965	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3600000000.0000005	0.0	0.0	0.0	0.0	0.0	42.82196319167372	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4201214.06344498	0.0	0.0	0.0	13350000.000000002	0.0	0.0	0.0	0.001	0.001	0.0	0.0	0.0	0.0	1.6605778811026237e-06	0.004194545357895101	0.0023020153005370147	0.001263372783401201	0.0006933536842550771	0.00038052056984784987	0.0	1.3738108376231658e-09	3.098191368020724e-09	6.986980659932064e-09	1.5756902316028312e-08	3.553465834257406e-08	8.013706743863011e-08	1.678601368058159e-05	9.212359631536694e-06	5.055850161670216e-06	2.774709399072479e-06	1.52279280499044e-06	8.357264107390154e-07	0.0	18.652791959807306	117.13033650468559	29.77782583656282	-2.5836562819847586e-05
0.0	14183.93655502142	31300000.000000004	0.0	360000000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5999999192428316	3000000.0000000005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.000001290795965	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3600000000.0000005	0.0	0.0	0.0	0.0	0.0	42.82196319167372	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4201214.06344498	0.0	0.0	0.0	13350000.000000002	0.0	0.0	0.0	0.001	0.001	0.0	0.0	0.0	0.0	1.6605778811026237e-06	0.004194545357895101	0.0023020153005370147	0.001263372783401201	0.0006933536842550771	0.00038052056984784987	0.0	1.3738108376231658e-09	3.098191368020724e-09	6.986980659932064e-09	1.5756902316028312e-08	3.553465834257406e-08	8.013706743863011e-08	1.678601368058159e-05	9.212359631536694e-06	5.055850161670216e-06	2.774709399072479e-06	1.52279280499044e-06	8.357264107390154e-07	0.0	18.652791959807306	117.13033650468559	29.77782583656282	-2.5836562819847586e-05
0.0	14183.93655502142	31300000.000000004	0.0	360000000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5999999192428316	3000000.0000000005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.000001290795965	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3600000000.0000005	0.0	0.0	0.0	0.0	0.0	42.82196319167372	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4201214.06344498	0.0	0.0	0.0	13350000.000000002	0.0	0.0	0.0	0.001	0.001	0.0	0.0	0.0	0.0	1.6605778811026237e-06	0.004194545357895101	0.0023020153005370147	0.001263372783401201	0.0006933536842550771	0.00038052056984784987	0.0	1.3738108376231658e-09	3.098191368020724e-09	6.986980659932064e-09	1.5756902316028312e-08	3.553465834257406e-08	8.013706743863011e-08	1.678601368058159e-05	9.212359631536694e-06	5.055850161670216e-06	2.774709399072479e-06	1.52279280499044e-06	8.357264107390154e-07	0.0	18.652791959807306	117.13033650468559	29.77782583656282	-2.5836562819847586e-05
0.0	14183.93655502142	31300000.000000004	0.0	360000000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5999999192428316	3000000.0000000005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.000001290795965	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3600000000.0000005	0.0	0.0	0.0	0.0	0.0	42.82196319167372	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4201214.06344498	0.0	0.0	0.0	13350000.000000002	0.0	0.0	0.0	0.001	0.001	0.0	0.0	0.0	0.0	1.6605778811026237e-06	0.004194545357895101	0.0023020153005370147	0.001263372783401201	0.0006933536842550771	0.00038052056984784987	0.0	1.3738108376231658e-09	3.098191368020724e-09	6.986980659932064e-09	1.5756902316028312e-08	3.553465834257406e-08	8.013706743863011e-08	1.678601368058159e-05	9.212359631536694e-06	5.055850161670216e-06	2.774709399072479e-06	1.52279280499044e-06	8.357264107390154e-07	0.0	18.652791959807306	117.13033650468559	29.77782583656282	-2.5836562819847586e-05
0.0	14183.93655502142	31300000.000000004	0.0	360000000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5999999192428316	3000000.0000000005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.000001290795965	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3600000000.0000005	0.0	0.0	0.0	0.0	0.0	42.82196319167372	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4201214.06344498	0.0	0.0	0.0	13350000.000000002	0.0	0.0	0.0	0.001	0.001	0.0	0.0	0.0	0.0	1.6605778811026237e-06	0.004194545357895101	0.0023020153005370147	0.001263372783401201	0.0006933536842550771	0.00038052056984784987	0.0	1.3738108376231658e-09	3.098191368020724e-09	6.986980659932064e-09	1.5756902316028312e-08	3.553465834257406e-08	8.013706743863011e-08	1.678601368058159e-05	9.212359631536694e-06	5.055850161670216e-06	2.774709399072479e-06	1.52279280499044e-06	8.357264107390154e-07	0.0	18.652791959807306	117.13033650468559	29.77782583656282	-2.5836562819847586e-05
0.0	14183.93655502142	31300000.000000004	0.0	360000000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5999999192428316	3000000.0000000005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.000001290795965	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3600000000.0000005	0.0	0.0	0.0	0.0	0.0	42.82196319167372	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4201214.06344498	0.0	0.0	0.0	13350000.000000002	0.0	0.0	0.0	0.001	0.001	0.0	0.0	0.0	0.0	1.6605778811026237e-06	0.004194545357895101	0.0023020153005370147	0.001263372783401201	0.0006933536842550771	0.00038052056984784987	0.0	1.3738108376231658e-09	3.098191368020724e-09	6.986980659932064e-09	1.5756902316028312e-08	3.553465834257406e-08	8.013706743863011e-08	1.678601368058159e-05	9.212359631536694e-06	5.055850161670216e-06	2.774709399072479e-06	1.52279280499044e-06	8.357264107390154e-07	0.0	18.652791959807306	117.13033650468559	29.77782583656282	-2.5836562819847586e-05
0.0	14183.93655502142	31300000.000000004	0.0	360000000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5999999192428316	3000000.0000000005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.000001290795965	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3600000000.0000005	0.0	0.0	0.0	0.0	0.0	42.82196319167372	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4201214.06344498	0.0	0.0	0.0	13350000.000000002	0.0	0.0	0.0	0.001	0.001	0.0	0.0	0.0	0.0	1.6605778811026237e-06	0.004194545357895101	0.0023020153005370147	0.001263372783401201	0.0006933536842550771	0.00038052056984784987	0.0	1.3738108376231658e-09	3.098191368020724e-09	6.986980659932064e-09	1.5756902316028312e-08	3.553465834257406e-08	8.013706743863011e-08	1.678601368058159e-05	9.212359631536694e-06	5.055850161670216e-06	2.774709399072479e-06	1.52279280499044e-06	8.357264107390154e-07	0.0	18.652791959807306	117.13033650468559	29.77782583656282	-2.5836562819847586e-05
0.0	14183.93655502142	31300000.000000004	0.0	360000000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5999999192428316	3000000.0000000005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.000001290795965	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3600000000.0000005	0.0	0.0	0.0	0.0	0.0	42.82196319167372	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4201214.06344498	0.0	0.0	0.0	13350000.000000002	0.0	0.0	0.0	0.001	0.001	0.0	0.0	0.0	0.0	1.6605778811026237e-06	0.004194545357895101	0.0023020153005370147	0.001263372783401201	0.0006933536842550771	0.00038052056984784987	0.0	1.3738108376231658e-09	3.098191368020724e-09	6.986980659932064e-09	1.5756902316028312e-08	3.553465834257406e-08	8.013706743863011e-08	1.678601368058159e-05	9.212359631536694e-06	5.055850161670216e-06	2.774709399072479e-06	1.52279280499044e-06	8.357264107390154e-07	0.0	18.652791959807306	117.13033650468559	29.77782583656282	-2.5836562819847586e-05
0.0	14183.93655502142	31300000.000000004	0.0	360000000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5999999192428316	3000000.0000000005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.000001290795965	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3600000000.0000005	0.0	0.0	0.0	0.0	0.0	42.82196319167372	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4201214.06344498	0.0	0.0	0.0	13350000.000000002	0.0	0.0	0.0	0.001	0.001	0.0	0.0	0.0	0.0	1.6605778811026237e-06	0.004194545357895101	0.0023020153005370147	0.001263372783401201	0.0006933536842550771	0.00038052056984784987	0.0	1.3738108376231658e-09	3.098191368020724e-09	6.986980659932064e-09	1.5756902316028312e-08	3.553465834257406e-08	8.013706743863011e-08	1.678601368058159e-05	9.212359631536694e-06	5.055850161670216e-06	2.774709399072479e-06	1.52279280499044e-06	8.357264107390154e-07	0.0	18.652791959807306	117.13033650468559	29.77782583656282	-2.5836562819847586e-05
0.0	14183.93655502142	31300000.000000004	0.0	360000000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5999999192428316	3000000.0000000005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.000001290795965	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3600000000.0000005	0.0	0.0	0.0	0.0	0.0	42.82196319167372	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4201214.06344498	0.0	0.0	0.0	13350000.000000002	0.0	0.0	0.0	0.001	0.001	0.0	0.0	0.0	0.0	1.6605778811026237e-06	0.004194545357895101	0.0023020153005370147	0.001263372783401201	0.0006933536842550771	0.00038052056984784987	0.0	1.3738108376231658e-09	3.098191368020724e-09	6.986980659932064e-09	1.5756902316028312e-08	3.553465834257406e-08	8.013706743863011e-08	1.678601368058159e-05	9.212359631536694e-06	5.055850161670216e-06	2.774709399072479e-06	1.52279280499044e-06	8.357264107390154e-07	0.0	18.652791959807306	117.13033650468559	29.77782583656282	-2.5836562819847586e-05
0.0	14183.93655502142	31300000.000000004	0.0	360000000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5999999192428316	3000000.0000000005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.000001290795965	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3600000000.0000005	0.0	0.0	0.0	0.0	0.0	42.82196319167372	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4201214.06344498	0.0	0.0	0.0	13350000.000000002	0.0	0.0	0.0	0.001	0.001	0.0	0.0	0.0	0.0	1.6605778811026237e-06	0.004194545357895101	0.0023020153005370147	0.001263372783401201	0.0006933536842550771	0.00038052056984784987	0.0	1.3738108376231658e-09	3.098191368020724e-09	6.986980659932064e-09	1.5756902316028312e-08	3.553465834257406e-08	8.013706743863011e-08	1.678601368058159e-05	9.212359631536694e-06	5.055850161670216e-06	2.774709399072479e-06	1.52279280499044e-06	8.357264107390154e-07	0.0	18.652791959807306	117.13033650468559	29.77782583656282	-2.5836562819847586e-05
0.0	14183.93655502142	31300000.000000004	0.0	360000000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5999999192428316	3000000.0000000005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.000001290795965	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3600000000.0000005	0.0	0.0	0.0	0.0	0.0	42.82196319167372	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4201214.06344498	0.0	0.0	0.0	13350000.000000002	0.0	0.0	0.0	0.001	0.001	0.0	0.0	0.0	0.0	1.6605778811026237e-06	0.004194545357895101	0.0023020153005370147	0.001263372783401201	0.0006933536842550771	0.00038052056984784987	0.0	1.3738108376231658e-09	3.098191368020724e-09	6.986980659932064e-09	1.5756902316028312e-08	3.553465834257406e-08	8.013706743863011e-08	1.678601368058159e-05	9.212359631536694e-06	5.055850161670216e-06	2.774709399072479e-06	1.52279280499044e-06	8.357264107390154e-07	0.0	18.652791959807306	117.13033650468559	29.77782583656282	-2.5836562819847586e-05
0.0	14183.93655502142	31300000.000000004	0.0	360000000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5999999192428316	3000000.0000000005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.000001290795965	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3600000000.0000005	0.0	0.0	0.0	0.0	0.0	42.82196319167372	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4201214.06344498	0.0	0.0	0.0	13350000.000000002	0.0	0.0	0.0	0.001	0.001	0.0	0.0	0.0	0.0	1.6605778811026237e-06	0.004194545357895101	0.0023020153005370147	0.001263372783401201	0.0006933536842550771	0.00038052056984784987	0.0	1.3738108376231658e-09	3.098191368020724e-09	6.986980659932064e-09	1.5756902316028312e-08	3.553465834257406e-08	8.013706743863011e-08	1.678601368058159e-05	9.212359631536694e-06	5.055850161670216e-06	2.774709399072479e-06	1.52279280499044e-06	8.357264107390154e-07	0.0	18.652791959807306	117.13033650468559	29.77782583656282	-2.5836562819847586e-05
0.0	14183.93655502142	31300000.000000004	0.0	360000000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5999999192428316	3000000.0000000005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.000001290795965	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3600000000.0000005	0.0	0.0	0.0	0.0	0.0	42.82196319167372	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4201214.06344498	0.0	0.0	0.0	13350000.000000002	0.0	0.0	0.0	0.001	0.001	0.0	0.0	0.0	0.0	1.6605778811026237e-06	0.004194545357895101	0.0023020153005370147	0.001263372783401201	0.0006933536842550771	0.00038052056984784987	0.0	1.3738108376231658e-09	3.098191368020724e-09	6.986980659932064e-09	1.5756902316028312e-08	3.553465834257406e-08	8.013706743863011e-08	1.678601368058159e-05	9.212359631536694e-06	5.055850161670216e-06	2.774709399072479e-06	1.52279280499044e-06	8.357264107390154e-07	0.0	18.652791959807306	117.13033650468559	29.77782583656282	-2.5836562819847586e-05
0.0	14183.93655502142	31300000.000000004	0.0	360000000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5999999192428316	3000000.0000000005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.000001290795965	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3600000000.0000005	0.0	0.0	0.0	0.0	0.0	42.82196319167372	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4201214.06344498	0.0	0.0	0.0	13350000.000000002	0.0	0.0	0.0	0.001	0.001	0.0	0.0	0.0	0.0	1.6605778811026237e-06	0.004194545357895101	0.0023020153005370147	0.001263372783401201	0.0006933536842550771	0.00038052056984784987	0.0	1.3738108376231658e-09	3.098191368020724e-09	6.986980659932064e-09	1.5756902316028312e-08	3.553465834257406e-08	8.013706743863011e-08	1.678601368058159e-05	9.212359631536694e-06	5.055850161670216e-06	2.774709399072479e-06	1.52279280499044e-06	8.357264107390154e-07	0.0	18.652791959807306	117.13033650468559	29.77782583656282	-2.5836562819847586e-05
